Company,Province,Issue Date,Prize 0,Prize 1,Prize 2,Prize 3,Prize 4,Prize 5,Prize 6,Prize 7,Prize 8,Info Prize
XSMT,Phú Yên,2022-09-19T22:10:00.002627700,128273,33901,82063,18716-43747,06716-55256-51633-38841-30527-14003-96922,7254,8852-9240-3440,305,03
XSMT,Thừa Thiên Huế,2022-09-19T22:10:00.002627700,016494,15174,88803,28595-04057,17878-81211-39958-82857-99176-91703-40693,6016,9666-3933-1369,980,98
